,Measured Depth m,MWD Continuous Azimuth dega,Average Hookload kkgf,RGX_RT unitless,"Gas, C1 ppm",MWD Shock Peak m/s2,Bit run number unitless,MWD Continuous Inclination dega,MWD Annulus Pressure kPa,"Gas, Iso-C5 ppm",MWD Shock Rate 1/s,DRILLTM_RT unitless,MWD Gamma Ray (API BH corrected) gAPI,Average Surface Torque kN.m,"Gas, Nor-C4 ppm",BOUNCE_RT unitless,Bit Drill Time h,Gas %,Bit Drill Distance m,Pass Name unitless,CRS1 unitless,Weight on Bit kkgf,Mud Flow In L/min,Rig Mode unitless,Active Tank Volume m3,Average Standpipe Pressure kPa,Mud Temperature Out degC,Rate of Penetration (5ft avg) m/h,Extrapolated Hole TVD m,Mud Density Out g/cm3,"Gas, Iso-C4 ppm",Mud Flow Out % %,MWD Gravity Toolface dega,Corr. Drilling Exponent unitless,NRPM_RT unitless,RHX_RT unitless,Hole Depth (TVD) m,"Gas, Nor-C5 ppm",Lag Depth (TVD) m,AJAM_MWD unitless,Total Bit Revolutions unitless,SHK3TM_RT min,Average Rotary Speed rpm,MWD Equivalent Circulating Density g/cm3,MWD Raw Gamma Ray 1/s,MWD Total Shocks unitless,MWD Stick-Slip PKtoPK RPM rpm,MWD Annulus Temperature degC,Rate of Penetration m/h,"Gas, C3 ppm",MWD Collar RPM rpm,Mud Temperature In degC,MWD Turbine RPM rpm,"Gas, C2 ppm",MWD DNI Temperature degC,Mud Density In g/cm3,MWD Shock Risk unitless,nameWellbore,name,TOFB s,H2S Average ppm,Total SPM 1/min,OSTM s,Elapsed time in-slips s,BHFG unitless,Total Strokes unitless,TOBO s,Inverse ROP s/m,HKLI kkgf,Pump 1 Strokes unitless,HKLO kkgf,Pump 3 Strokes unitless,IMWT g/cm3,Pump 2 Strokes unitless,Total Downhole RPM rpm,Pump 4 Stroke Rate 1/min,Pump 4 Strokes unitless,Bit Depth m,Hole depth (MD) m,Pump Time h,S1AC kPa,EDRT unitless,S2AC kPa,"String weight (rot,avg) kkgf",Total Hookload kkgf,DRET unitless
0,0,,,,,,2,,,,,449.024,,,,449.024,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,158.353,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,158.3539632,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,159.484,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,159.4844664,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,160.596,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,160.597596,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,161.014,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,161.0139528,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,161.986,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,161.9853504,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,163.053,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,163.0536744,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,163.995,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,163.9958112,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,164.76,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,164.7584208,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,164.955,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,164.9541024,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,166.579,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,166.579296,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,167.725,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,167.725344,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,169.213,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,169.214292,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,170.225,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,170.2213512,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,171.621,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,171.6155064,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,172.563,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,172.5603864,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,173.992,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,173.98746,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,174.943,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,174.9381312,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,176.369,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,176.366424,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,176.869,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,176.8656864,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,177.232,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,177.229008,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,178.177,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,178.1735832,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,179.241,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,179.2358112,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,181.045,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,181.0393128,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,181.853,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,181.8473376,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,183.374,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,183.3688992,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,184.178,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,184.172352,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,184.791,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,184.786524,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,185.803,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,185.79846,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,187.556,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,187.55106,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,188.037,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,188.0317296,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,188.056,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,188.0503224,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,188.168,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,188.163708,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,188.766,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,188.7608112,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,189.97,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,189.963552,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,191.774,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,191.7670536,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,192.96,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,192.9542496,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,194.158,133.692,,1002.5,,,2,0,,,,,4.531,,,,,,,,,,,,,,,,,,,,,,,575.5,194.1518088,,,,,,,,1.2,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,194.301,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,194.2956744,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,194.31,133.639,,1003,,,2,0,,,,,4.833,,,,,,,,,,,,,,,,,,,,,,,579,194.3042088,,,,,,,,1.28,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,194.411,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,194.4038784,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,194.462,133.689,,1002.5,,,2,0,,,,,4.833,,,,,,,,,,,,,,,,,,,,,,,583.5,194.4566088,,,,,,,,1.28,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,194.612,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,194.6059608,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,194.615,133.685,,1002.5,,,2,0,,,,,5.437,,,,,,,,,,,,,,,,,,,,,,,596,194.6090088,,,,,,,,1.44,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,194.767,133.608,,1003,,,2,0,,,,,4.229,,,,,,,,,,,,,,,,,,,,,,,618.5,194.7614088,,,,,,,,1.12,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,194.92,133.587,,1003,,,2,0,,,,,3.927,,,,,,,,,,,,,,,,,,,,,,,638,194.9138088,,,,,,,,1.04,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,195.072,133.574,,1003,,,2,0,,,,,4.531,,,,,,,,,,,,,,,,,,,,,,,648.5,195.0662088,,,,,,,,1.2,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,195.13,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,195.1235112,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,195.218,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,195.212208,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,195.224,133.66,,1002.5,,,2,0,,,,,5.437,,,,,,,,,,,,,,,,,,,,,,,647,195.2186088,,,,,,,,1.44,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,195.304,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,195.2981616,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,195.365,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,195.3575976,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,195.377,133.665,,1002.5,,,2,0,,,,,4.229,,,,,,,,,,,,,,,,,,,,,,,639,195.3710088,,,,,,,,1.12,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,195.401,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,195.3947832,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,195.465,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,195.4597056,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,195.477,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,195.4722024,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,195.529,133.676,,1002.5,,,2,0,,,,,5.739,,,,,,,,,,,,,,,,,,,,,,,618,195.5234088,,,,,,,,1.52,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,195.682,133.689,,1002.5,,,2,0,,,,,4.35,,,,,,,,,,,,,,,,,,,,,,,586,195.6758088,,,,,,,,1.152,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,195.816,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,195.8093112,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,195.834,133.692,,1002.5,,,2,0,,,,,4.229,,,,,,,,,,,,,,,,,,,,,,,575,195.827904,,,,,,,,1.12,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,195.986,133.685,,1002.5,,,2,0,,,,,3.452,,,,,,,,,,,,,,,,,,,,,,,596,195.980304,,,,,,,,0.914,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,196.139,133.681,,1002.5,,,2,0,,,,,3.323,,,,,,,,,,,,,,,,,,,,,,,607,196.132704,,,,,,,,0.88,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,196.291,133.681,,1002.5,,,2,0,,,,,4.028,,,,,,,,,,,,,,,,,,,,,,,607,196.285104,,,,,,,,1.067,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,196.425,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,196.4189112,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,196.444,133.608,,1003,,,2,0,,,,,3.222,,,,,,,,,,,,,,,,,,,,,,,618.5,196.437504,,,,,,,,0.853,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,196.596,133.598,,1003,,,2,0,,,,,4.229,,,,,,,,,,,,,,,,,,,,,,,628.5,196.589904,,,,,,,,1.12,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,196.617,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,196.6103256,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,196.748,133.671,,1002.5,,,2,0,799.79184600753,,,,3.797,,,,,,,,,,,,,,,,,,,,,,,628,196.742304,,,,,,,,1.006,,,14.0000000000001,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,196.791,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,196.7855856,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,196.797,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,196.7919864,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,196.901,133.6,,1003,,,2,0,806.686603300698,,,,2.719,,,,,,,,,,,,,,,,,,,,,,,626,196.894704,,,,,,,,0.72,,,15.0000000000001,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,197.026,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,197.021196,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,197.053,133.671,,1002.5,,,2,0,806.686603300698,,,,3.625,,,,,,,,,,,,,,,,,,,,,,,628,197.047104,,,,,,,,0.96,,,15.0000000000001,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,197.206,133.6,,1003,,,2,0,744.633787662183,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,626,197.199504,,,,,,,,0.768,,,15.0000000000001,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,197.245,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,197.2397376,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,197.254,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,197.2485768,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,197.358,133.597,,1003,,,2,0,799.79184600753,,,,2.762,,,,,,,,,,,,,,,,,,,,,,,629.5,197.351904,,,,,,,,0.731,,,15.0000000000001,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,197.51,133.587,,1003,,,2,0,813.581360593867,,,,3.625,,,,,,,,,,,,,,,,,,,,,,,638.5,197.504304,,,,,,,,0.96,,,15.0000000000001,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,197.663,133.576,,1003,,,2,0,813.581360593867,,,,2.719,,,,,,,Drilling,,,,,,,,,,,,,,,,647,197.656704,,,,,,,,0.72,,,15.0000000000001,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,197.815,133.553,,1003,,,2,0,799.79184600753,,,,4.143,,,,,,,,,,,,,,,,,,,,,,,662.5,197.809104,,,,,,,,1.097,,,15.0000000000001,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,197.928,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,197.9227944,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,197.968,133.515,,1003,,,2,0,813.581360593867,,,,2.762,,,,,,,,,,,,,,,,,,,,,,,683,197.961504,,,,,,,,0.731,,,15.0000000000001,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,198.12,133.454,,1003,,,2,0,744.633787662183,,,,3.452,,,,,,,,,,,,,,,,,,,,,,,707,198.113904,,,,,,,,0.914,,,15.0000000000001,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,198.272,133.192,,1003.5,,,2,0,813.581360593867,,,,2.954,,,,,,,,,,,,,,,,,,,,,,,729,198.266304,,,,,,,,0.782,,,15.0000000000001,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,198.364,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,198.3583536,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,198.425,133.062,,1003.5,,,2,0,827.370875180203,,,,3.452,,,,,,,,,,,,,,,,,,,,,,,746,198.418704,,,,,,,,0.914,,,15.0000000000001,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,198.577,133.075,,1003.5,,,2,0,806.686603300698,,,,3.927,,,,,,,,,,,,,,,,,,,,,,,744.5,198.571104,,,,,,,,1.04,,,15.0000000000001,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,198.656,,,,,,2,,,,,,,,,,,,,Drilling,,,,,,,,,,,,,,,,,198.6506568,,,,,,,,,,,,,,,,,,,,,15/9-F-9 - Main Wellbore,17.5 in section Combined SLB and Geoservices Data - MD Log,,,,,,,,,,,,,,,,,,,,,,,,,,,
